Cargo_id;Nome_cargo;Nivel;Descricao
487;Recrutador Pleno 487;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
488;Analista Treinamento Senior 488;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
489;Analista Remuneracao Especialista 489;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
490;Gerente RH Gestao 490;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
491;Analista Departamento Pessoal Junior 491;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
492;Assistente Administrativo Pleno 492;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
493;Analista Diversidade Senior 493;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
494;Analista Beneficios Especialista 494;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
495;Supervisor Operacoes Gestao 495;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
496;Analista RH Junior 496;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
497;Assistente RH Pleno 497;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
498;Business Partner Senior 498;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
499;Coordenador RH Especialista 499;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
500;Especialista Dados Gestao 500;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
501;Analista People Junior 501;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
502;Recrutador Pleno 502;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
503;Analista Treinamento Senior 503;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
504;Analista Remuneracao Especialista 504;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
505;Gerente RH Gestao 505;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
506;Analista Departamento Pessoal Junior 506;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
507;Assistente Administrativo Pleno 507;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
508;Analista Diversidade Senior 508;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
509;Analista Beneficios Especialista 509;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
510;Supervisor Operacoes Gestao 510;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
511;Analista RH Junior 511;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
512;Assistente RH Pleno 512;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
513;Business Partner Senior 513;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
514;Coordenador RH Especialista 514;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
515;Especialista Dados Gestao 515;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
516;Analista People Junior 516;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
517;Recrutador Pleno 517;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
518;Analista Treinamento Senior 518;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
519;Analista Remuneracao Especialista 519;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
520;Gerente RH Gestao 520;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
521;Analista Departamento Pessoal Junior 521;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
522;Assistente Administrativo Pleno 522;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
523;Analista Diversidade Senior 523;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
524;Analista Beneficios Especialista 524;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
525;Supervisor Operacoes Gestao 525;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
526;Analista RH Junior 526;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
527;Assistente RH Pleno 527;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
528;Business Partner Senior 528;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
529;Coordenador RH Especialista 529;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
530;Especialista Dados Gestao 530;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
531;Analista People Junior 531;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
532;Recrutador Pleno 532;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
533;Analista Treinamento Senior 533;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
534;Analista Remuneracao Especialista 534;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
535;Gerente RH Gestao 535;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
536;Analista Departamento Pessoal Junior 536;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
537;Assistente Administrativo Pleno 537;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
538;Analista Diversidade Senior 538;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
539;Analista Beneficios Especialista 539;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
540;Supervisor Operacoes Gestao 540;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
541;Analista RH Junior 541;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
542;Assistente RH Pleno 542;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
543;Business Partner Senior 543;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
544;Coordenador RH Especialista 544;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
545;Especialista Dados Gestao 545;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
546;Analista People Junior 546;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
547;Recrutador Pleno 547;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
548;Analista Treinamento Senior 548;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
549;Analista Remuneracao Especialista 549;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
550;Gerente RH Gestao 550;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
551;Analista Departamento Pessoal Junior 551;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
552;Assistente Administrativo Pleno 552;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
553;Analista Diversidade Senior 553;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
554;Analista Beneficios Especialista 554;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
555;Supervisor Operacoes Gestao 555;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
556;Analista RH Junior 556;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
557;Assistente RH Pleno 557;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
558;Business Partner Senior 558;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
559;Coordenador RH Especialista 559;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
560;Especialista Dados Gestao 560;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
561;Analista People Junior 561;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
562;Recrutador Pleno 562;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
563;Analista Treinamento Senior 563;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
564;Analista Remuneracao Especialista 564;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
565;Gerente RH Gestao 565;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
566;Analista Departamento Pessoal Junior 566;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
567;Assistente Administrativo Pleno 567;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
568;Analista Diversidade Senior 568;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
569;Analista Beneficios Especialista 569;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
570;Supervisor Operacoes Gestao 570;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
571;Analista RH Junior 571;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
572;Assistente RH Pleno 572;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
573;Business Partner Senior 573;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
574;Coordenador RH Especialista 574;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
575;Especialista Dados Gestao 575;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
576;Analista People Junior 576;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
577;Recrutador Pleno 577;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
578;Analista Treinamento Senior 578;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
579;Analista Remuneracao Especialista 579;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
580;Gerente RH Gestao 580;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
581;Analista Departamento Pessoal Junior 581;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
582;Assistente Administrativo Pleno 582;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
583;Analista Diversidade Senior 583;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
584;Analista Beneficios Especialista 584;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
585;Supervisor Operacoes Gestao 585;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
586;Analista RH Junior 586;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
587;Assistente RH Pleno 587;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
588;Business Partner Senior 588;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
589;Coordenador RH Especialista 589;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
590;Especialista Dados Gestao 590;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
591;Analista People Junior 591;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
592;Recrutador Pleno 592;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
593;Analista Treinamento Senior 593;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
594;Analista Remuneracao Especialista 594;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
595;Gerente RH Gestao 595;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
596;Analista Departamento Pessoal Junior 596;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
597;Assistente Administrativo Pleno 597;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
598;Analista Diversidade Senior 598;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
599;Analista Beneficios Especialista 599;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
600;Supervisor Operacoes Gestao 600;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
601;Analista RH Junior 601;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
602;Assistente RH Pleno 602;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
603;Business Partner Senior 603;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
604;Coordenador RH Especialista 604;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
605;Especialista Dados Gestao 605;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
606;Analista People Junior 606;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
607;Recrutador Pleno 607;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
608;Analista Treinamento Senior 608;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
609;Analista Remuneracao Especialista 609;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
610;Gerente RH Gestao 610;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
611;Analista Departamento Pessoal Junior 611;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
612;Assistente Administrativo Pleno 612;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
613;Analista Diversidade Senior 613;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
614;Analista Beneficios Especialista 614;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
615;Supervisor Operacoes Gestao 615;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
616;Analista RH Junior 616;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
617;Assistente RH Pleno 617;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
618;Business Partner Senior 618;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
619;Coordenador RH Especialista 619;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
620;Especialista Dados Gestao 620;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
621;Analista People Junior 621;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
622;Recrutador Pleno 622;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
623;Analista Treinamento Senior 623;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
624;Analista Remuneracao Especialista 624;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
625;Gerente RH Gestao 625;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
626;Analista Departamento Pessoal Junior 626;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
627;Assistente Administrativo Pleno 627;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
628;Analista Diversidade Senior 628;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
629;Analista Beneficios Especialista 629;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
630;Supervisor Operacoes Gestao 630;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
631;Analista RH Junior 631;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
632;Assistente RH Pleno 632;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
633;Business Partner Senior 633;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
634;Coordenador RH Especialista 634;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
635;Especialista Dados Gestao 635;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
636;Analista People Junior 636;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
637;Recrutador Pleno 637;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
638;Analista Treinamento Senior 638;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
639;Analista Remuneracao Especialista 639;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
640;Gerente RH Gestao 640;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
641;Analista Departamento Pessoal Junior 641;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
642;Assistente Administrativo Pleno 642;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
643;Analista Diversidade Senior 643;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
644;Analista Beneficios Especialista 644;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
645;Supervisor Operacoes Gestao 645;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
646;Analista RH Junior 646;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
647;Assistente RH Pleno 647;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
648;Business Partner Senior 648;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
649;Coordenador RH Especialista 649;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
650;Especialista Dados Gestao 650;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
651;Analista People Junior 651;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
652;Recrutador Pleno 652;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
653;Analista Treinamento Senior 653;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
654;Analista Remuneracao Especialista 654;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
655;Gerente RH Gestao 655;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
656;Analista Departamento Pessoal Junior 656;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
657;Assistente Administrativo Pleno 657;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
658;Analista Diversidade Senior 658;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
659;Analista Beneficios Especialista 659;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
660;Supervisor Operacoes Gestao 660;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
661;Analista RH Junior 661;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
662;Assistente RH Pleno 662;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
663;Business Partner Senior 663;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
664;Coordenador RH Especialista 664;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
665;Especialista Dados Gestao 665;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
666;Analista People Junior 666;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
667;Recrutador Pleno 667;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
668;Analista Treinamento Senior 668;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
669;Analista Remuneracao Especialista 669;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
670;Gerente RH Gestao 670;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
671;Analista Departamento Pessoal Junior 671;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
672;Assistente Administrativo Pleno 672;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
673;Analista Diversidade Senior 673;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
674;Analista Beneficios Especialista 674;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
675;Supervisor Operacoes Gestao 675;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
676;Analista RH Junior 676;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
677;Assistente RH Pleno 677;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
678;Business Partner Senior 678;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
679;Coordenador RH Especialista 679;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
680;Especialista Dados Gestao 680;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
681;Analista People Junior 681;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
682;Recrutador Pleno 682;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
683;Analista Treinamento Senior 683;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
684;Analista Remuneracao Especialista 684;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
685;Gerente RH Gestao 685;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
686;Analista Departamento Pessoal Junior 686;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
687;Assistente Administrativo Pleno 687;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
688;Analista Diversidade Senior 688;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
689;Analista Beneficios Especialista 689;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
690;Supervisor Operacoes Gestao 690;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
691;Analista RH Junior 691;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
692;Assistente RH Pleno 692;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
693;Business Partner Senior 693;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
694;Coordenador RH Especialista 694;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
695;Especialista Dados Gestao 695;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
696;Analista People Junior 696;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
697;Recrutador Pleno 697;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
698;Analista Treinamento Senior 698;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
699;Analista Remuneracao Especialista 699;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
700;Gerente RH Gestao 700;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
701;Analista Departamento Pessoal Junior 701;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
702;Assistente Administrativo Pleno 702;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
703;Analista Diversidade Senior 703;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
704;Analista Beneficios Especialista 704;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
705;Supervisor Operacoes Gestao 705;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
706;Analista RH Junior 706;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
707;Assistente RH Pleno 707;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
708;Business Partner Senior 708;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
709;Coordenador RH Especialista 709;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
710;Especialista Dados Gestao 710;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
711;Analista People Junior 711;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
712;Recrutador Pleno 712;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
713;Analista Treinamento Senior 713;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
714;Analista Remuneracao Especialista 714;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
715;Gerente RH Gestao 715;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
716;Analista Departamento Pessoal Junior 716;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
717;Assistente Administrativo Pleno 717;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
718;Analista Diversidade Senior 718;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
719;Analista Beneficios Especialista 719;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
720;Supervisor Operacoes Gestao 720;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
721;Analista RH Junior 721;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
722;Assistente RH Pleno 722;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
723;Business Partner Senior 723;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
724;Coordenador RH Especialista 724;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
725;Especialista Dados Gestao 725;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
726;Analista People Junior 726;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
727;Recrutador Pleno 727;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
728;Analista Treinamento Senior 728;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
729;Analista Remuneracao Especialista 729;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
